x,y,z,class,start_time,end_time,start_datetime,end_datetime,sound_path,sampled,background_silence,birds,frogs,human_speech,insects,mammals,misc/uncertain,rain_(heavy),rain_(light),vehicles_(aircraft/cars),wind_(strong),wind_(light),propagated_class,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
2.0726826,8.060258,13.422301,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_10.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0744977,0.7928884,-0.10429635,0.7012275,0.110793896,-0.086544745,0.2696876,0.3354483,-0.24051578,0.26425838,0.31558874,-0.041363955,0.030903284
1.6348438,8.413925,13.554377,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_11.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0869074,0.63661647,-0.008963191,0.6559647,0.10952339,-0.094579495,0.24088179,0.41338763,-0.31513008,0.3497567,0.2762017,-0.0039715054,-0.0068969354
1.9848584,8.087527,13.421166,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_12.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.084708,0.77845293,0.027644152,0.67523706,0.09257229,-0.10327331,0.25230572,0.31212023,-0.24303065,0.27501193,0.24988022,0.0066836625,0.031371385
6.52291,9.835029,5.696081,1,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_13.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0930643,0.6336736,-0.05398855,0.7490214,-0.017811567,-0.00120772,0.3133036,0.27481112,-0.19305788,0.30684632,0.15745337,0.099064454,-0.019628787
1.7349811,8.156512,13.464084,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_14.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.100783,0.69403094,0.019835537,0.6043704,0.2094222,-0.03025949,0.30613098,0.385921,-0.1424999,0.28996003,0.324019,0.009644904,0.11035731
1.6292226,8.4007635,13.566854,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_15.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0939274,0.6666086,-0.04737978,0.59957194,0.17524396,-0.10346918,0.2717302,0.39639112,-0.23145474,0.34517744,0.27532253,-0.0039063063,0.014521849
1.9168941,8.095345,13.409153,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_16.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0804486,0.8860515,0.0022123794,0.6577487,0.1627654,-0.013725424,0.28368822,0.38127795,-0.13560785,0.2500094,0.26674774,0.07179735,0.050597142
1.868795,8.117642,13.410951,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_17.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.113638,0.7602366,0.012363669,0.51979387,0.17243913,0.05014618,0.22383243,0.35731182,0.010316927,0.21988246,0.25990745,0.10054295,0.06482596
4.372149,16.08201,16.203806,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_18.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs,-6.0165534,1.1158494,-0.15309201,0.7259295,0.13128923,-0.048128255,0.22064598,0.5245511,-0.29052663,0.29142287,0.27489305,0.029378355,-0.07333713
4.4036384,16.092766,16.196903,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_19.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs,-5.9831543,1.2403792,-0.10455803,0.84057844,0.09732953,-0.049821734,0.1876671,0.42604035,-0.37551767,0.25146365,0.29095677,-0.012903764,-0.10206617
4.3734026,16.020842,16.212097,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_20.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs,-5.981429,1.2473562,-0.18270761,0.82645357,0.09732312,-0.09971488,0.26532897,0.4518391,-0.30036655,0.1794797,0.34794164,0.015790548,-0.10032898
2.3990095,8.360117,13.730662,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_21.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-5.995728,1.0158491,-0.005931726,0.7848575,0.14049554,-0.05407429,0.15583122,0.62495065,-0.54123366,0.44947615,0.22630109,-0.00022582366,-0.078224875
2.0826974,8.076557,13.437455,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_22.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.062958,0.9086967,-0.08801577,0.68359506,0.09029075,-0.12101596,0.23463517,0.34565854,-0.24517159,0.248997,0.29043072,-0.032898538,0.020262558
4.4094853,16.095842,16.197962,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_23.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs,-5.9659796,1.2922333,-0.060425926,0.7904013,0.08879558,-0.10420094,0.14813326,0.5237063,-0.43717358,0.30871335,0.2621585,0.021180212,-0.15178914
1.5778558,8.441519,13.559215,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_24.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.1059556,0.5970827,0.029054422,0.5437181,0.13440807,-0.124518484,0.2659382,0.35397646,-0.2559572,0.34820592,0.19840546,0.022267966,0.019046081
2.0154047,8.079677,13.4229355,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_25.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0865774,0.668461,-0.048157234,0.67247885,0.11832252,-0.08750706,0.25451866,0.39638105,-0.2873438,0.27921236,0.27606827,-0.03672659,0.033845592
2.0307884,8.025898,13.406179,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_26.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0885878,0.72528005,-0.097051516,0.65118676,0.10220523,-0.09425007,0.32297185,0.32691613,-0.19047096,0.2395069,0.29668245,-0.05277527,0.08893999
2.0250516,8.04237,13.432686,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_27.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0878763,0.70723563,-0.1158906,0.66910684,0.10815934,-0.06474499,0.28717232,0.37859213,-0.20301072,0.28315204,0.25372827,-0.051756825,0.111089855
1.5972128,8.41085,14.036184,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_28.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0662594,0.85147464,-0.008704377,0.73427266,0.106947094,-0.09657938,0.32689303,0.36296797,-0.22428194,0.30725995,0.25849965,-0.070514865,0.08747944
0.26151046,2.1088269,5.2471113,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_29.wav,True,0,0,0,0,1,0,0,0,0,0,0,1,insects + wind (light),-6.1250825,0.46894377,0.23412848,0.5457919,0.2951225,0.020508187,0.3633434,0.33758774,-0.029095627,0.24246818,0.34591997,0.030177835,0.15145998
0.26169103,2.108524,5.246598,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_30.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects + wind (light),-6.1394815,0.30551806,0.2401968,0.46009842,0.3034495,0.15207978,0.37123153,0.3132608,0.114052996,0.29122052,0.32094592,0.106965035,0.21814092
0.26253438,2.1085734,5.244741,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_31.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects + wind (light),-6.1354218,0.30401993,0.20812495,0.49699855,0.3132367,0.10250799,0.38618854,0.34941322,0.07058183,0.27282926,0.3555403,0.08549282,0.17848775
0.26114166,2.108904,5.2477956,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_32.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects + wind (light),-6.1312885,0.37483457,0.22129624,0.6006927,0.19621775,0.09641397,0.4357527,0.24926932,0.08417756,0.28065997,0.2822825,0.11310359,0.13607454
0.26091072,2.1084707,5.2478833,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_33.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects + wind (light),-6.1243906,0.31386998,0.23487917,0.64411867,0.28092554,0.13883674,0.44186535,0.31891447,0.12506002,0.24048357,0.35259467,0.13267218,0.07342929
0.261788,2.1083891,5.246337,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_34.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects + wind (light),-6.145569,0.22246411,0.20182219,0.50448203,0.19649644,0.17336053,0.37137452,0.23025587,0.18081068,0.23945212,0.2958434,0.19566318,0.13802934
0.2553907,2.1091948,5.258882,3,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_35.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects + wind (light),-6.1215286,0.3768711,0.2124873,0.68318814,0.19211614,0.11434069,0.46821558,0.2774823,0.13439296,0.24097985,0.3206719,0.14931798,0.05698337
0.7320355,8.380154,13.861549,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_36.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.100068,0.60432225,-0.023605192,0.6812123,0.14871983,-0.08087173,0.40072006,0.29268602,-0.11181519,0.29361305,0.35002503,0.014767629,0.09516741
3.5090857,7.634348,10.704433,4,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_37.wav,True,0,0,0,0,1,0,0,0,0,0,0,0,insects,-6.0830073,0.6369723,-0.039365612,0.74402887,0.06478933,-0.057290204,0.3065358,0.39137787,-0.27221832,0.3368863,0.2762454,0.031810403,-0.0011780844
3.3106418,6.8308244,10.774107,4,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_38.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.072957,0.77495736,-0.108847074,0.73533803,0.07217214,-0.056981787,0.33614406,0.38647103,-0.19309548,0.24257025,0.23910466,0.14747852,-0.12441838
1.5488476,8.473849,13.577012,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_39.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.1021156,0.5817324,0.009925829,0.6368535,0.06309535,-0.07409643,0.30897707,0.33117792,-0.23007342,0.35221657,0.21998103,-0.0086778095,0.031441823
2.3199747,8.29884,13.664072,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_40.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.060122,0.828773,0.035097506,0.64699316,0.21436897,-0.15948142,0.18029216,0.51916534,-0.30986744,0.2699068,0.2681383,0.06968424,-0.17437242
2.22437,8.216515,13.5969,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_41.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0528655,0.8198641,-0.12276848,0.7495915,0.13126735,-0.15676363,0.2183718,0.52718127,-0.27037057,0.23271096,0.34728172,0.04989494,-0.053489145
2.3826966,8.354187,13.722474,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_42.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0431504,0.7798906,-0.03870085,0.7530555,0.1489495,-0.11464115,0.1865048,0.55776435,-0.4260553,0.3657601,0.35332912,0.015666747,-0.062208273
2.3883977,8.351249,13.718747,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_43.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0343432,0.78681284,-0.005394158,0.75575346,0.15718967,-0.124153115,0.21022676,0.58388984,-0.48253122,0.40234298,0.25550872,0.036815494,-0.12535582
2.085197,8.057855,13.426052,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_44.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0438924,0.9392334,-0.20343421,0.7462938,0.068318576,-0.12577297,0.29897302,0.33934778,-0.27120432,0.28284854,0.30000412,-0.030042717,0.019682027
1.6241834,8.415796,13.560098,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_45.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.094657,0.5769022,-0.016664732,0.61321574,0.16819564,-0.1118298,0.29506603,0.42390537,-0.27897185,0.34070703,0.29392222,-0.0024519535,-0.015482291
2.1090996,8.373257,14.019104,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_46.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.073322,0.6197691,-0.15390433,0.7104947,0.14295454,-0.13375859,0.32358944,0.44421512,-0.29519615,0.2813776,0.36938402,-0.057797,0.023306364
1.6206605,8.396364,13.617861,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_47.wav,True,0,0,0,0,1,0,0,0,0,0,0,0,insects,-6.095261,0.61069936,-0.045805745,0.63297504,0.14762437,-0.099773586,0.3355175,0.34114945,-0.24353269,0.3423177,0.26153082,-0.056686398,0.051692046
1.6078303,8.403977,13.597328,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_48.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.1052136,0.56253165,-0.032498565,0.59734565,0.16406196,-0.08346558,0.3283979,0.36256528,-0.22706047,0.3321546,0.23537216,-0.013278397,0.08209054
2.035489,8.397068,14.098258,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_49.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.084469,0.5499422,-0.0943799,0.666515,0.15333188,-0.11735719,0.3356732,0.44352937,-0.301468,0.32185847,0.33322042,-0.090907454,0.080386564
1.7478834,8.337914,14.304492,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_50.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.084587,0.59969103,-0.1142102,0.65954965,0.11270617,-0.16175467,0.35335085,0.3774454,-0.24750707,0.31995726,0.32692793,-0.102387115,0.10742581
1.6685672,8.630317,14.379815,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_51.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0839105,0.5786952,-0.083768316,0.6643536,0.09418566,-0.12908669,0.31471533,0.4020745,-0.3150424,0.3682867,0.2926261,-0.08690054,0.1255935
0.00526931,8.548507,13.919858,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_52.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.1019254,0.36197147,0.10115473,0.5491078,0.25014856,-0.25448057,0.45814365,0.34227762,-0.26861063,0.37626338,0.23351377,-0.0033717193,0.002975081
2.0270066,8.528627,14.156797,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_53.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.079334,0.52174824,-0.081469975,0.7131572,0.14216313,-0.16288796,0.3377025,0.4072037,-0.33425784,0.36478955,0.3144173,-0.0684206,0.05471064
1.5944554,8.375475,14.3640995,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_54.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0856314,0.61383545,-0.1298964,0.7231027,0.053980824,-0.118041,0.35706055,0.28702173,-0.21974961,0.33753467,0.28531298,-0.047082435,0.1361796
1.3913245,8.772619,14.622513,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_55.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.090197,0.4999067,-0.011489892,0.6665432,0.10680599,-0.10537439,0.34892944,0.37923178,-0.33718768,0.43757063,0.22815394,-0.035343517,0.10512551
0.035196602,8.551078,13.928515,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_56.wav,True,0,0,0,0,1,0,0,0,0,0,0,0,insects,-6.086183,0.484138,0.030074727,0.6471207,0.20759778,-0.25694305,0.39717048,0.35725713,-0.3087562,0.36667767,0.3434202,-0.04341954,0.058867916
1.3747582,8.854164,14.0342045,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_57.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0980577,0.48260146,0.09127156,0.59154135,0.19094723,-0.15803607,0.40505403,0.39356685,-0.26571864,0.44556406,0.2904623,0.00018306452,0.12276531
0.80590427,8.394993,13.911039,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_58.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0980053,0.58210313,-0.032219302,0.64430565,0.18883826,-0.11676033,0.37785122,0.32249308,-0.13254373,0.35842618,0.377214,-0.03975865,0.17287268
2.0840683,9.518009,14.181372,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_59.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.1032114,0.5007994,0.07839645,0.63228977,0.20808856,-0.048435457,0.39805815,0.40833062,-0.14675522,0.43699658,0.27667123,-0.026501773,0.21844034
0.06570024,4.964691,7.4037046,5,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_60.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,wind (strong),-6.1278095,0.3604871,0.12767185,0.66045326,0.076209016,0.044572935,0.44928768,0.14552909,0.054270465,0.3081478,0.2503046,0.13338526,0.12520424
3.5536602,7.471091,10.658121,4,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_61.wav,True,0,0,0,0,1,0,0,0,0,0,0,0,insects,-6.087275,0.45351535,-0.023440238,0.82585907,0.043628473,-0.0660847,0.42385176,0.33750004,-0.20737483,0.3755974,0.29668856,0.094877034,0.017006097
3.5378213,7.418695,10.745232,4,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_62.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects,-6.0842056,0.4056692,-0.04325394,0.8623044,0.012702927,-0.055734355,0.40937385,0.34777066,-0.22614597,0.3429863,0.25757486,0.071885385,-0.04228072
1.7730695,8.966609,14.283176,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_63.wav,True,0,0,0,0,1,0,0,0,0,0,0,0,insects,-6.073629,0.6634943,-0.06516364,0.79284537,0.100240074,-0.084974274,0.4428002,0.33664683,-0.19359417,0.4138818,0.26749614,-0.009418406,0.10988724
